ChemicalName,ChemicalID,PathwayName,PathwayID,PValue,CorrectedPValue,TargetMatchQty,TargetTotalQty,BackgroundMatchQty,BackgroundTotalQty
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine,C553100,,Dilated cardiomyopathy,KEGG:hsa05414,5.69e-05,0.00569,2,6,89
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine,C553100,,ECM proteoglycans,REACT:R-HSA-3000178,2.32e-05,0.00232,2,6,57
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine,C553100,,ECM-receptor interaction,KEGG:hsa04512,1.14e-07,1.14e-05,3,6,82
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine,C553100,,GRB2:SOS provides linkage to MAPK signaling for Integrins,REACT:R-HSA-354194,1.75e-06,0.000175,2,6,16
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine,C553100,,Hematopoietic cell lineage,KEGG:hsa04640,2.29e-13,2.29e-11,5,6,96
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine,C553100,,Hemostasis,REACT:R-HSA-109582,3.25e-09,3.25e-07,5,6,639
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine,C553100,,Hypertrophic cardiomyopathy (HCM),KEGG:hsa05410,4.94e-05,0.00494,2,6,83
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine,C553100,,Integrin alphaIIb beta3 signaling,REACT:R-HSA-354192,5.51e-06,0.000551,2,6,28
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine,C553100,,Integrin cell surface interactions,REACT:R-HSA-216083,3.31e-05,0.00331,2,6,68
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine,C553100,,L1CAM interactions,REACT:R-HSA-373760,7.33e-05,0.00733,2,6,101
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine,C553100,,MAP2K and MAPK activation,REACT:R-HSA-5674135,1.08e-05,0.00108,2,6,39
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine,C553100,,Oncogenic MAPK signaling,REACT:R-HSA-6802957,3.93e-05,0.00393,2,6,74
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine,C553100,,p130Cas linkage to MAPK signaling for integrins,REACT:R-HSA-372708,1.75e-06,0.000175,2,6,16
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine,C553100,,Paradoxical activation of RAF signaling by kinase inactive BRAF,REACT:R-HSA-6802955,1.08e-05,0.00108,2,6,39
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine,C553100,,Platelet activation,KEGG:hsa04611,3.87e-07,3.87e-05,3,6,123
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine,C553100,,"Platelet activation, signaling and aggregation",REACT:R-HSA-76002,2.18e-08,2.18e-06,4,6,282
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine,C553100,,Platelet Aggregation (Plug Formation),REACT:R-HSA-76009,6.28e-12,6.28e-10,4,6,38
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine,C553100,,Signaling by BRAF and RAF fusions,REACT:R-HSA-6802952,2.57e-05,0.00257,2,6,60
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine,C553100,,Signaling by high-kinase activity BRAF mutants,REACT:R-HSA-6802948,8.67e-06,0.000867,2,6,35
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine,C553100,,Signaling by moderate kinase activity BRAF mutants,REACT:R-HSA-6802946,1.08e-05,0.00108,2,6,39
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine,C553100,,Signaling by RAS mutants,REACT:R-HSA-6802949,1.78e-05,0.00178,2,6,50
10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine,C553100,,Signal transduction by L1,REACT:R-HSA-445144,3.06e-06,0.000306,2,6,21
10-decarbamoylmitomycin C,C067795,26909-37-5,Activation of caspases through apoptosome-mediated cleavage,REACT:R-HSA-111459,9.73e-08,2.1e-05,2,5,5
10-decarbamoylmitomycin C,C067795,26909-37-5,AKT phosphorylates targets in the cytosol,REACT:R-HSA-198323,7.59e-07,0.000164,2,5,13
10-decarbamoylmitomycin C,C067795,26909-37-5,Amyotrophic lateral sclerosis (ALS),KEGG:hsa05014,1.34e-08,2.89e-06,3,5,51
10-decarbamoylmitomycin C,C067795,26909-37-5,Apoptosis,REACT:R-HSA-109581,5.33e-07,0.000115,3,5,172
10-decarbamoylmitomycin C,C067795,26909-37-5,Apoptosis,KEGG:hsa04210,2.75e-07,5.93e-05,3,5,138
10-decarbamoylmitomycin C,C067795,26909-37-5,Apoptosis - multiple species,KEGG:hsa04215,5.13e-06,0.00111,2,5,33
10-decarbamoylmitomycin C,C067795,26909-37-5,Apoptotic factor-mediated response,REACT:R-HSA-111471,2.04e-07,4.41e-05,2,5,7
10-decarbamoylmitomycin C,C067795,26909-37-5,Apoptotic machinery,KEGG:hsa_M00685,5.84e-08,1.26e-05,2,5,4
10-decarbamoylmitomycin C,C067795,26909-37-5,Bladder cancer,KEGG:hsa05219,7.96e-06,0.00172,2,5,41
10-decarbamoylmitomycin C,C067795,26909-37-5,Caspase activation via extrinsic apoptotic signalling pathway,REACT:R-HSA-5357769,3.67e-06,0.000793,2,5,28
10-decarbamoylmitomycin C,C067795,26909-37-5,Cell cycle,KEGG:hsa04110,1.99e-07,4.3e-05,3,5,124
10-decarbamoylmitomycin C,C067795,26909-37-5,Cell Cycle,REACT:R-HSA-1640170,2.51e-05,0.00541,3,5,621
10-decarbamoylmitomycin C,C067795,26909-37-5,Cell Cycle Checkpoints,REACT:R-HSA-69620,8.53e-07,0.000184,3,5,201
10-decarbamoylmitomycin C,C067795,26909-37-5,Chronic myeloid leukemia,KEGG:hsa05220,2.41e-05,0.00521,2,5,71
10-decarbamoylmitomycin C,C067795,26909-37-5,Colorectal cancer,KEGG:hsa05210,2.2e-08,4.75e-06,3,5,60
10-decarbamoylmitomycin C,C067795,26909-37-5,Constitutive Signaling by AKT1 E17K in Cancer,REACT:R-HSA-5674400,2.92e-06,0.00063,2,5,25
10-decarbamoylmitomycin C,C067795,26909-37-5,Cytochrome c-mediated apoptotic response,REACT:R-HSA-111461,9.73e-08,2.1e-05,2,5,5
10-decarbamoylmitomycin C,C067795,26909-37-5,Cytokine Signaling in Immune system,REACT:R-HSA-1280215,4.57e-05,0.00988,3,5,760
10-decarbamoylmitomycin C,C067795,26909-37-5,DAP12 interactions,REACT:R-HSA-2172127,5.37e-06,0.00116,3,5,371
10-decarbamoylmitomycin C,C067795,26909-37-5,DAP12 signaling,REACT:R-HSA-2424491,4.74e-06,0.00102,3,5,356
10-decarbamoylmitomycin C,C067795,26909-37-5,DNA Damage/Telomere Stress Induced Senescence,REACT:R-HSA-2559586,2.99e-05,0.00645,2,5,79
10-decarbamoylmitomycin C,C067795,26909-37-5,Downstream signaling events of B Cell Receptor (BCR),REACT:R-HSA-1168372,8.03e-07,0.000173,3,5,197
10-decarbamoylmitomycin C,C067795,26909-37-5,Downstream signal transduction,REACT:R-HSA-186763,4.59e-06,0.000991,3,5,352
10-decarbamoylmitomycin C,C067795,26909-37-5,Endocrine resistance,KEGG:hsa01522,4.33e-05,0.00934,2,5,95
10-decarbamoylmitomycin C,C067795,26909-37-5,Endometrial cancer,KEGG:hsa05213,1.19e-05,0.00257,2,5,50
10-decarbamoylmitomycin C,C067795,26909-37-5,Fc epsilon receptor (FCERI) signaling,REACT:R-HSA-2454202,5.68e-06,0.00123,3,5,378
10-decarbamoylmitomycin C,C067795,26909-37-5,G1/S DNA Damage Checkpoints,REACT:R-HSA-69615,3.08e-08,6.65e-06,3,5,67
10-decarbamoylmitomycin C,C067795,26909-37-5,G2/M DNA damage checkpoint,REACT:R-HSA-69473,4.33e-05,0.00934,2,5,95
10-decarbamoylmitomycin C,C067795,26909-37-5,GAB1 signalosome,REACT:R-HSA-180292,2.19e-07,4.73e-05,3,5,128
10-decarbamoylmitomycin C,C067795,26909-37-5,Glioma,KEGG:hsa05214,1.96e-05,0.00423,2,5,64
10-decarbamoylmitomycin C,C067795,26909-37-5,Hepatitis B,KEGG:hsa05161,4.87e-10,1.05e-07,4,5,144
10-decarbamoylmitomycin C,C067795,26909-37-5,HTLV-I infection,KEGG:hsa05166,1.76e-06,0.000381,3,5,256
10-decarbamoylmitomycin C,C067795,26909-37-5,Huntington's disease,KEGG:hsa05016,7.55e-07,0.000163,3,5,193
10-decarbamoylmitomycin C,C067795,26909-37-5,Immune System,REACT:R-HSA-168256,2.29e-05,0.00494,4,5,2118
10-decarbamoylmitomycin C,C067795,26909-37-5,Intrinsic Pathway for Apoptosis,REACT:R-HSA-109606,8.51e-09,1.84e-06,3,5,44
10-decarbamoylmitomycin C,C067795,26909-37-5,Legionellosis,KEGG:hsa05134,1.44e-05,0.00311,2,5,55
10-decarbamoylmitomycin C,C067795,26909-37-5,Ligand-independent caspase activation via DCC,REACT:R-HSA-418889,5.35e-07,0.000116,2,5,11
10-decarbamoylmitomycin C,C067795,26909-37-5,Melanoma,KEGG:hsa05218,2.28e-05,0.00492,2,5,69
10-decarbamoylmitomycin C,C067795,26909-37-5,MicroRNAs in cancer,KEGG:hsa05206,2.81e-06,0.000607,3,5,299
10-decarbamoylmitomycin C,C067795,26909-37-5,NGF signalling via TRKA from the plasma membrane,REACT:R-HSA-187037,6.09e-06,0.00132,3,5,387
10-decarbamoylmitomycin C,C067795,26909-37-5,Non-small cell lung cancer,KEGG:hsa05223,1.6e-05,0.00347,2,5,58
10-decarbamoylmitomycin C,C067795,26909-37-5,p53-Dependent G1 DNA Damage Response,REACT:R-HSA-69563,2.02e-05,0.00436,2,5,65
10-decarbamoylmitomycin C,C067795,26909-37-5,p53-Dependent G1/S DNA damage checkpoint,REACT:R-HSA-69580,2.02e-05,0.00436,2,5,65
10-decarbamoylmitomycin C,C067795,26909-37-5,p53 signaling pathway,KEGG:hsa04115,7.04e-15,1.52e-12,5,5,69
10-decarbamoylmitomycin C,C067795,26909-37-5,Pancreatic cancer,KEGG:hsa05212,1.96e-05,0.00423,2,5,64
10-decarbamoylmitomycin C,C067795,26909-37-5,Pathways in cancer,KEGG:hsa05200,2.82e-08,6.09e-06,4,5,395
10-decarbamoylmitomycin C,C067795,26909-37-5,PI3K/AKT activation,REACT:R-HSA-198203,2.19e-07,4.73e-05,3,5,128
10-decarbamoylmitomycin C,C067795,26909-37-5,PI3K/AKT Signaling in Cancer,REACT:R-HSA-2219528,3.88e-05,0.00838,2,5,90
10-decarbamoylmitomycin C,C067795,26909-37-5,PI3K-Akt signaling pathway,KEGG:hsa04151,4.17e-06,0.000901,3,5,341
10-decarbamoylmitomycin C,C067795,26909-37-5,PIP3 activates AKT signaling,REACT:R-HSA-1257604,2.04e-07,4.4e-05,3,5,125
10-decarbamoylmitomycin C,C067795,26909-37-5,Platinum drug resistance,KEGG:hsa01524,3.09e-11,6.67e-09,4,5,73
10-decarbamoylmitomycin C,C067795,26909-37-5,Programmed Cell Death,REACT:R-HSA-5357801,5.62e-07,0.000121,3,5,175
10-decarbamoylmitomycin C,C067795,26909-37-5,Prostate cancer,KEGG:hsa05215,6.8e-08,1.47e-05,3,5,87
10-decarbamoylmitomycin C,C067795,26909-37-5,Proteoglycans in cancer,KEGG:hsa05205,8.79e-07,0.00019,3,5,203
10-decarbamoylmitomycin C,C067795,26909-37-5,Regulation of TP53 Activity through Phosphorylation,REACT:R-HSA-6804756,4.15e-05,0.00895,2,5,93
10-decarbamoylmitomycin C,C067795,26909-37-5,Role of LAT2/NTAL/LAB on calcium mobilization,REACT:R-HSA-2730905,2.69e-07,5.8e-05,3,5,137
10-decarbamoylmitomycin C,C067795,26909-37-5,Signaling by EGFR,REACT:R-HSA-177929,5.07e-06,0.0011,3,5,364
10-decarbamoylmitomycin C,C067795,26909-37-5,Signaling by Interleukins,REACT:R-HSA-449147,1.54e-05,0.00333,3,5,528
10-decarbamoylmitomycin C,C067795,26909-37-5,Signaling by PDGF,REACT:R-HSA-186797,5.59e-06,0.00121,3,5,376
10-decarbamoylmitomycin C,C067795,26909-37-5,Signaling by SCF-KIT,REACT:R-HSA-1433557,1.49e-08,3.22e-06,4,5,337
10-decarbamoylmitomycin C,C067795,26909-37-5,Signaling by the B Cell Receptor (BCR),REACT:R-HSA-983705,1.35e-06,0.000291,3,5,234
10-decarbamoylmitomycin C,C067795,26909-37-5,Signalling by NGF,REACT:R-HSA-166520,6e-08,1.3e-05,4,5,477
10-decarbamoylmitomycin C,C067795,26909-37-5,Signal Transduction,REACT:R-HSA-162582,6.06e-07,0.000131,5,5,2590
10-decarbamoylmitomycin C,C067795,26909-37-5,SMAC binds to IAPs,REACT:R-HSA-111463,9.73e-08,2.1e-05,2,5,5
10-decarbamoylmitomycin C,C067795,26909-37-5,SMAC-mediated apoptotic response,REACT:R-HSA-111469,9.73e-08,2.1e-05,2,5,5
10-decarbamoylmitomycin C,C067795,26909-37-5,SMAC-mediated dissociation of IAP:caspase complexes,REACT:R-HSA-111464,9.73e-08,2.1e-05,2,5,5
10-decarbamoylmitomycin C,C067795,26909-37-5,Small cell lung cancer,KEGG:hsa05222,3.38e-05,0.0073,2,5,84
10-decarbamoylmitomycin C,C067795,26909-37-5,The role of GTSE1 in G2/M progression after G2 checkpoint,REACT:R-HSA-8852276,1.78e-05,0.00384,2,5,61
10-decarbamoylmitomycin C,C067795,26909-37-5,TP53 Regulates Transcription of Cell Cycle Genes,REACT:R-HSA-6791312,1.14e-05,0.00247,2,5,49
10-decarbamoylmitomycin C,C067795,26909-37-5,TP53 Regulates Transcription of DNA Repair Genes,REACT:R-HSA-6796648,2.28e-05,0.00492,2,5,69
10-decarbamoylmitomycin C,C067795,26909-37-5,TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest,REACT:R-HSA-6804116,7.59e-07,0.000164,2,5,13
10-decarbamoylmitomycin C,C067795,26909-37-5,Transcriptional  activation of  cell cycle inhibitor p21,REACT:R-HSA-69895,5.84e-08,1.26e-05,2,5,4
10-decarbamoylmitomycin C,C067795,26909-37-5,Transcriptional activation of p53 responsive genes,REACT:R-HSA-69560,5.84e-08,1.26e-05,2,5,4
10-decarbamoylmitomycin C,C067795,26909-37-5,Transcriptional Regulation by TP53,REACT:R-HSA-3700989,5.33e-06,0.00115,3,5,370
10-decarbamoylmitomycin C,C067795,26909-37-5,Viral carcinogenesis,KEGG:hsa05203,1.87e-09,4.03e-07,4,5,201
10-decarbamoylmitomycin C,C067795,26909-37-5,Viral myocarditis,KEGG:hsa05416,1.6e-05,0.00347,2,5,58
10-(fluoroethoxyphosphinyl)-N-(biotinamidopentyl)decanamide,C403065,,Metabolism,REACT:R-HSA-1430728,2.13e-06,0.000185,6,10,2171
10-(fluoroethoxyphosphinyl)-N-(biotinamidopentyl)decanamide,C403065,,Mitochondrial protein import,REACT:R-HSA-1268020,8.22e-05,0.00715,2,10,62
10-(fluoroethoxyphosphinyl)-N-(biotinamidopentyl)decanamide,C403065,,Neurotransmitter Clearance In The Synaptic Cleft,REACT:R-HSA-112311,1.97e-06,0.000171,2,10,10
10-(fluoroethoxyphosphinyl)-N-(biotinamidopentyl)decanamide,C403065,,Synthesis of PC,REACT:R-HSA-1483191,1.65e-05,0.00144,2,10,28
10-(fluoroethoxyphosphinyl)-N-(biotinamidopentyl)decanamide,C403065,,"Synthesis, secretion, and deacylation of Ghrelin",REACT:R-HSA-422085,7.47e-06,0.00065,2,10,19
"10H-3,6-diazaphenothiazine",C000627785,,Alzheimer's disease,KEGG:hsa05010,8.44e-05,0.00929,2,4,171
"10H-3,6-diazaphenothiazine",C000627785,,Apoptosis,REACT:R-HSA-109581,2.14e-07,2.35e-05,3,4,172
"10H-3,6-diazaphenothiazine",C000627785,,Apoptosis,KEGG:hsa04210,8.21e-11,9.04e-09,4,4,138
"10H-3,6-diazaphenothiazine",C000627785,,Apoptosis - multiple species,KEGG:hsa04215,3.08e-06,0.000339,2,4,33
"10H-3,6-diazaphenothiazine",C000627785,,Apoptotic cleavage of cellular proteins,REACT:R-HSA-111465,4.32e-06,0.000475,2,4,39
"10H-3,6-diazaphenothiazine",C000627785,,Apoptotic execution  phase,REACT:R-HSA-75153,8.03e-06,0.000884,2,4,53
"10H-3,6-diazaphenothiazine",C000627785,,Caspase activation via extrinsic apoptotic signalling pathway,REACT:R-HSA-5357769,2.2e-06,0.000243,2,4,28
"10H-3,6-diazaphenothiazine",C000627785,,Caspase-mediated cleavage of cytoskeletal proteins,REACT:R-HSA-264870,4.55e-07,5.01e-05,2,4,13
"10H-3,6-diazaphenothiazine",C000627785,,Hepatitis B,KEGG:hsa05161,5.99e-05,0.00658,2,4,144
"10H-3,6-diazaphenothiazine",C000627785,,Intrinsic Pathway for Apoptosis,REACT:R-HSA-109606,5.52e-06,0.000607,2,4,44
"10H-3,6-diazaphenothiazine",C000627785,,Legionellosis,KEGG:hsa05134,8.66e-06,0.000952,2,4,55
"10H-3,6-diazaphenothiazine",C000627785,,NOD1/2 Signaling Pathway,REACT:R-HSA-168638,1.28e-09,1.4e-07,3,4,32
"10H-3,6-diazaphenothiazine",C000627785,,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",REACT:R-HSA-168643,4.45e-09,4.9e-07,3,4,48
"10H-3,6-diazaphenothiazine",C000627785,,p53 signaling pathway,KEGG:hsa04115,1.37e-05,0.0015,2,4,69
"10H-3,6-diazaphenothiazine",C000627785,,Platinum drug resistance,KEGG:hsa01524,1.53e-05,0.00168,2,4,73
"10H-3,6-diazaphenothiazine",C000627785,,Programmed Cell Death,REACT:R-HSA-5357801,2.25e-07,2.48e-05,3,4,175
"10H-3,6-diazaphenothiazine",C000627785,,Toxoplasmosis,KEGG:hsa05145,3.68e-05,0.00405,2,4,113
"10H-3,6-diazaphenothiazine",C000627785,,TP53 Regulates Transcription of Caspase Activators and Caspases,REACT:R-HSA-6803207,3.85e-07,4.24e-05,2,4,12
"10H-3,6-diazaphenothiazine",C000627785,,TP53 Regulates Transcription of Cell Death Genes,REACT:R-HSA-5633008,5.77e-06,0.000635,2,4,45
"10H-3,6-diazaphenothiazine",C000627785,,Viral myocarditis,KEGG:hsa05416,9.63e-06,0.00106,2,4,58
10-hydroxycamptothecin,C028098,67656-30-8,AGE-RAGE signaling pathway in diabetic complications,KEGG:hsa04933,4.7e-05,0.00728,2,5,99
10-hydroxycamptothecin,C028098,67656-30-8,Amyotrophic lateral sclerosis (ALS),KEGG:hsa05014,1.34e-08,2.07e-06,3,5,51
10-hydroxycamptothecin,C028098,67656-30-8,Apoptosis,REACT:R-HSA-109581,5.33e-07,8.27e-05,3,5,172
10-hydroxycamptothecin,C028098,67656-30-8,Apoptosis,KEGG:hsa04210,4.1e-10,6.35e-08,4,5,138
10-hydroxycamptothecin,C028098,67656-30-8,Apoptosis - multiple species,KEGG:hsa04215,3.51e-09,5.44e-07,3,5,33
10-hydroxycamptothecin,C028098,67656-30-8,BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members,REACT:R-HSA-111453,3.5e-07,5.43e-05,2,5,9
10-hydroxycamptothecin,C028098,67656-30-8,Chronic myeloid leukemia,KEGG:hsa05220,2.41e-05,0.00374,2,5,71
10-hydroxycamptothecin,C028098,67656-30-8,Colorectal cancer,KEGG:hsa05210,1.72e-05,0.00266,2,5,60
10-hydroxycamptothecin,C028098,67656-30-8,Cytokine Signaling in Immune system,REACT:R-HSA-1280215,4.57e-05,0.00709,3,5,760
10-hydroxycamptothecin,C028098,67656-30-8,EGFR tyrosine kinase inhibitor resistance,KEGG:hsa01521,2.99e-05,0.00463,2,5,79
10-hydroxycamptothecin,C028098,67656-30-8,Endocrine resistance,KEGG:hsa01522,4.33e-05,0.00671,2,5,95
10-hydroxycamptothecin,C028098,67656-30-8,Immune System,REACT:R-HSA-168256,2.29e-05,0.00354,4,5,2118
10-hydroxycamptothecin,C028098,67656-30-8,Inflammasomes,REACT:R-HSA-622312,1.32e-06,0.000205,2,5,17
10-hydroxycamptothecin,C028098,67656-30-8,Interleukin-4 and 13 signaling,REACT:R-HSA-6785807,6.24e-05,0.00967,2,5,114
10-hydroxycamptothecin,C028098,67656-30-8,Intrinsic Pathway for Apoptosis,REACT:R-HSA-109606,8.51e-09,1.32e-06,3,5,44
10-hydroxycamptothecin,C028098,67656-30-8,MicroRNAs in cancer,KEGG:hsa05206,2.81e-06,0.000436,3,5,299
10-hydroxycamptothecin,C028098,67656-30-8,NF-kappa B signaling pathway,KEGG:hsa04064,4.24e-05,0.00656,2,5,94
10-hydroxycamptothecin,C028098,67656-30-8,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",REACT:R-HSA-168643,1.1e-05,0.0017,2,5,48
10-hydroxycamptothecin,C028098,67656-30-8,p53 signaling pathway,KEGG:hsa04115,2.28e-05,0.00353,2,5,69
10-hydroxycamptothecin,C028098,67656-30-8,Pathways in cancer,KEGG:hsa05200,2.82e-08,4.37e-06,4,5,395
10-hydroxycamptothecin,C028098,67656-30-8,PI3K-Akt signaling pathway,KEGG:hsa04151,4.17e-06,0.000646,3,5,341
10-hydroxycamptothecin,C028098,67656-30-8,Platinum drug resistance,KEGG:hsa01524,3.09e-11,4.79e-09,4,5,73
10-hydroxycamptothecin,C028098,67656-30-8,Programmed Cell Death,REACT:R-HSA-5357801,5.62e-07,8.71e-05,3,5,175
10-hydroxycamptothecin,C028098,67656-30-8,Prostate cancer,KEGG:hsa05215,3.63e-05,0.00562,2,5,87
10-hydroxycamptothecin,C028098,67656-30-8,Signaling by Interleukins,REACT:R-HSA-449147,1.54e-05,0.00239,3,5,528
10-hydroxycamptothecin,C028098,67656-30-8,Small cell lung cancer,KEGG:hsa05222,3.38e-05,0.00524,2,5,84
10-hydroxycamptothecin,C028098,67656-30-8,The NLRP1 inflammasome,REACT:R-HSA-844455,2.92e-08,4.52e-06,2,5,3
10-hydroxycamptothecin,C028098,67656-30-8,Toxoplasmosis,KEGG:hsa05145,1.5e-07,2.33e-05,3,5,113
10-hydroxycamptothecin,C028098,67656-30-8,Transcriptional misregulation in cancer,KEGG:hsa05202,6.02e-07,9.32e-05,3,5,179
10-hydroxywarfarin,C065719,83219-99-2,Biological oxidations,REACT:R-HSA-211859,4.68e-07,1.45e-05,3,4,223
10-hydroxywarfarin,C065719,83219-99-2,Chemical carcinogenesis,KEGG:hsa05204,2.28e-08,7.06e-07,3,4,82
10-hydroxywarfarin,C065719,83219-99-2,Cytochrome P450 - arranged by substrate type,REACT:R-HSA-211897,1.33e-05,0.000411,2,4,68
10-hydroxywarfarin,C065719,83219-99-2,Drug metabolism - cytochrome P450,KEGG:hsa00982,1.35e-08,4.18e-07,3,4,69
10-hydroxywarfarin,C065719,83219-99-2,Drug metabolism - other enzymes,KEGG:hsa00983,6.03e-06,0.000187,2,4,46
10-hydroxywarfarin,C065719,83219-99-2,Linoleic acid metabolism,KEGG:hsa00591,2.37e-06,7.34e-05,2,4,29
10-hydroxywarfarin,C065719,83219-99-2,Metabolic pathways,KEGG:hsa01100,8.57e-05,0.00266,3,4,1269
10-hydroxywarfarin,C065719,83219-99-2,Metabolism of xenobiotics by cytochrome P450,KEGG:hsa00980,1.6e-08,4.96e-07,3,4,73
10-hydroxywarfarin,C065719,83219-99-2,Phase 1 - Functionalization of compounds,REACT:R-HSA-211945,3.43e-05,0.00106,2,4,109
10-hydroxywarfarin,C065719,83219-99-2,Retinol metabolism,KEGG:hsa00830,1.12e-08,3.48e-07,3,4,65
10-hydroxywarfarin,C065719,83219-99-2,Steroid hormone biosynthesis,KEGG:hsa00140,9.63e-06,0.000299,2,4,58
10-hydroxywarfarin,C065719,83219-99-2,Xenobiotics,REACT:R-HSA-211981,1.75e-06,5.43e-05,2,4,25
"10-methoxy-2,2-dimethyl-2,6-dihydropyrano(3,2-c)quinolin-5-one",C554291,,"Activation, myristolyation of BID and translocation to mitochondria",REACT:R-HSA-75108,5.31e-07,0.000113,2,14,4
"10-methoxy-2,2-dimethyl-2,6-dihydropyrano(3,2-c)quinolin-5-one",C554291,,Activation of BAD and translocation to mitochondria,REACT:R-HSA-111447,9.27e-06,0.00198,2,14,15
